,Company Name,Title of Review,Review Description,Date of Review,No. of stars
159,Franco Manca,Where was the service?,"Food was good, service nearly non-existent. Forgot 50% of our pizzas, detached behaviour, basically staff in the wrong job.","Jun 19, 2022",Rated 1 out of 5 stars
160,Franco Manca,Overcharged and no willingness to…,"Overcharged and no willingness to rectify the issue when emailing complaint, will stick to Santa Maria from now on.","Jan 23, 2023",Rated 1 out of 5 stars
161,Franco Manca,Very disappointed that the restaurant…,"Very disappointed that the restaurant forgot our beer! Pizza was nice but shame we didn't get the beer too,","Nov 27, 2020",Rated 2 out of 5 stars
162,Franco Manca,Nice spot close to Russels Square,Nice little place with very nice dishes. The burrata on grilled sourdough pizza bread was excellent and so fresh. Simple but lovely place.,"Oct 10, 2022",Rated 5 out of 5 stars
163,Franco Manca,Terrible pizzas,"Terrible pizzas . One was very dry hardly and sauce or cheese on the pizza , the other pizza was under cooked look wet and soggy couldn’t eat it . All sourdough and no tomato or cheese . Would not go there again","Updated Sep 8, 2021",Rated 1 out of 5 stars
164,Franco Manca,Not good food at all when I ordered,Not good food at all when I ordered. The garlic bread in particular was really really poor - big slices of barely cooked garlic and clumps of strong powdered herbs. It was suprisingly bad.,"Oct 25, 2021",Rated 2 out of 5 stars
165,Franco Manca,Had a lovely pizza,"Had a lovely pizza, was quite surprised how cheap the food was. especially as the taste and quality was so high. Staff were lovely. A really great visit.","Jul 6, 2021",
166,Franco Manca,Not really pleased with the quality I…,Not really pleased with the quality I received with my pizza. Almost stone cold and very undercooked. The cheese still hadn’t melted and was in its sliced up form. Also I opened the box and half of my pizza was stuck to the box and so most of my greasy pizza was gone to the cardboard.,"Nov 18, 2020",Rated 2 out of 5 stars
167,Franco Manca,Lovely pizza but really awful red wine,Lovely pizza but really awful red wineWent for no8 pizza which should have had slow cooked beef and pork on it..must of slow cooked for so long it disappeared.How can you manage to get a bad bottle of red from ITALY…They managed to.,"Updated Dec 10, 2021",
168,Franco Manca,Disappointed,"Oh dear, this is one of my favourite restaurant about pizza, I ordered a pizza, I received a box open, pizza in really bad condition, I would like to show some pictures if is possible, is strange this happens with Franco Manca, also is  sent them an email but I never received reply.","Jul 12, 2022",
169,Franco Manca,Good restaurant,Good restaurant. Nice staff. Decent enough app. Small portions of take away desert.,"Mar 30, 2021",Rated 4 out of 5 stars
170,Franco Manca,Awful food,Awful food. Absolutely terrible. Purely a money making machine. Don't bother. Go elsewhere.,"Nov 12, 2022",Rated 1 out of 5 stars
171,Franco Manca,the wait to get a table and our food…,the wait to get a table and our food took so long that my family and I could go home and come back in the duration of the wait. The food is nice though,"Updated Jul 30, 2022",Rated 3 out of 5 stars
172,Franco Manca,Worst pizza in downtown London,Worst pizza in downtown London. Horrible service. Pizza was cold and burnt to a crisp.First and last time ordering here.,"Nov 20, 2022",Rated 1 out of 5 stars
173,Franco Manca,It is the worst pizza i v ever had…,It is the worst pizza i dont know how pepoles could eat that i was not satisfy about the quality ..the pizza was birned doughy no taste but burning .. it is the worst,"Aug 20, 2022",Rated 1 out of 5 stars
174,Franco Manca,Don't get take away,"Second consecutive time the pizza was delivered cold, not luke warm but cold,Also ordered and paid for 3 dips and only received 2,I paid £33 for 2 cold pizza and 2 dips.","Oct 20, 2022",Rated 1 out of 5 stars
175,Franco Manca,Bad experience from Franco Manca,"To all who apply at Franco manca pizzeria, had this pleasure to work at Franco manca one day as senior Chef, Italians /British and me polish, after one day I beem robbed,telephone tabaco and lights from my bike was stolen as well the manager only move his arms and that's it, they speak about you in Italian so u can't understand, literally taking laugh of my 17 yrs of experiences as Chef you will be disrespect alienated victimised, lack of equality and diversity that for sure, I had no choice and I quit, if anyone apply for job in there be aware...been working in numerous places but this one is the worst!!","Sep 21, 2022",Rated 1 out of 5 stars
176,Franco Manca,My daughter ordered a pizza and lemon…,My daughter ordered a pizza and lemon and almond cake which was delivered to our home. I was outraged at the size of the cake and even more so when I saw how much she had been charged for it. £4.15!!!!! The cake was 4x4 cms. Totally over priced and not even that tasty. I shall not be buying from Franco Manca again. Franco Rip Off I’d say!,"Jan 18, 2021",Rated 1 out of 5 stars
177,Franco Manca,Terrible service from their Kentish…,Terrible service from their Kentish Town brand. Wouldn’t recommend.,"Nov 26, 2022",Rated 1 out of 5 stars
178,Franco Manca,Stone cold and tasteless,Just received a takeaway from Franco Manca Chiswick. Stone cold. Totally tasteless. Thanks a bunch. Won't be ordering ever again. Waste of hard earned money.,"Nov 2, 2020",Rated 1 out of 5 stars
179,Franco Manca,Slow service,"Slow service, overpriced food, unfriendly manager at the Bournemouth branch","Aug 28, 2021",Rated 1 out of 5 stars
180,Franco Manca,Great staff,Great staff. Great food. Great experience. Would highly recommend!,"Oct 5, 2020",Rated 5 out of 5 stars
181,Franco Manca,Very good service and top pizza at…,"Very good service and top pizza at Baker Street, London.","May 10, 2023",Rated 5 out of 5 stars
182,Franco Manca,Our pizza was both uncooked,"Our pizza was both uncooked, and burnt. Really quite something. Will not be going back there again. Just horrible!","Nov 28, 2021",Rated 1 out of 5 stars
183,Franco Manca,Really good service 👍🏻 nice pizza 💯,"Date of experience: September 17, 2023","Sep 17, 2023",
184,Franco Manca,Great service,"Great service, yummy pizza!","Sep 19, 2023",
185,Franco Manca,Not recommend for families with young children.,"I popped into the Richmond branch at around 5pm on Thursday 30th September to discuss holding my 3-year old's birthday party in the basement. I took a table until a member of staff was available to show me the event hire area. I went to fetch a high chair for my 11-month-old who was in her pushchair. As I crossed the room my baby started crying. A woman customer sitting with a man at a table nearby asked to be moved and gave me a dirty look which made me feel embarrassed and uncomfortable. Seeing the staff were busy and now feeling unable to relax, I decided to leave and return another time. The waitress helped me to the door and then as I was leaving the woman customer with absolutely no provocation whatsoever stuck her middle finger up at me. The waitress also witnessed this vile and rude gesture. I was extremely upset, flabbergasted and at a complete loss to understand what had just happened. I responded to the woman that she had no right to treat me like that especially as I was leaving the premises because she had made me so uncomfortable. At this point, the woman customer leapt from her seat and began to scream at me in an aggressive and frightening manner. At this point I was completely overwhelmed and felt faint. The young waitress helped me to the ground and I was shaking. The woman continued to scream at me. It was clear she had completely lost all self-control. The woman’s behaviour was totally disproportionate to the small amount of noise my children had made. I felt frightened and intimidated at this outburst. To make matters worse my three-year-old started crying because she too was frightened and upset I had collapsed. She couldn’t understand why this woman was screaming at us. This was a very upsetting incident for my children to witness. The female staff member (who I think was called Danielle) was incredibly kind and was obviously shocked herself. She soothed the children and gave us apple juice. She offered for us to stay and was very clear we had every right to be there, which of course we did. However, I did not feel safe with this woman in the same restaurant and didn’t want my children around someone who had such a short temper and whose behaviour was clearly unpredictable.My complaint is that whilst the young staff member was extremely kind and caring, a senior member of staff should have stepped in to deal with this. To allow a customer to use what is probably the most aggressive and offensive gesture towards me -  completely unprovoked - in what I thought was a family-friendly restaurant with no repercussions or consequences is totally unacceptable and outrageous. I no longer feel that Franco Manca is a safe environment for women, girls or young children.I emailed a complaint to the management of Franco Manca and received a woefully inadequate response which did not deal with the intimidation or the offensive gesture used. It was purely perfunctory. So be clear, Franco Manca allows its customers to be verbally abused, bullied and intimidated and the perpetrator is welcome to stay at the restaurant and the victim needs to leave to feel safe. Management conceded in their email that they had no official policy to deal with such incidents which I found staggering.  Of course the venue now will not be used for my daughter's birthday party, nor we will ever visit any branch of Franco Manca again. It's clearly not a safe family environment. Shame on you, Franco Manca.","Oct 2, 2021",Rated 1 out of 5 stars
186,Franco Manca,amazing quality,"Date of experience: October 19, 2023","Oct 19, 2023",Rated 5 out of 5 stars
187,Franco Manca,I love it,I love it. Hard to find sensible priced food in london but this is it.,"Jan 20, 2023",Rated 5 out of 5 stars
188,Franco Manca,The best pizza by far,"The best pizza by far. Simple, hassle free, fantastic","Sep 26, 2022",Rated 5 out of 5 stars
189,Franco Manca,Sadly the pizzas are not what they used…,Sadly the pizzas are not what they used to be! Simply awful! What a shame thry use to be so good.,"Apr 14, 2023",Rated 1 out of 5 stars
190,Franco Manca,it was really delicious .The staff were…,it was really delicious .The staff were so nice.,"Nov 22, 2022",Rated 5 out of 5 stars
191,Franco Manca,Backdated app,Backdated app Needs to fix it. It’s like climbing a mountain just to add a stamp,"Aug 15, 2021",
192,Franco Manca,"Terrible service,went to exeter branch…","Terrible service,went to exeter branch because it was my Grandson 4th birthday,asked for child's menu,wasn't given one just told it was margarita pizza lemonade and icecream,so he was given one choice only,then they missed up the drinks they brought a coke,instead of lemonade,so the waitress said have the coke,for free and got him lemonade,even then we were not told it was homemade,we ordered our pizzas so in total 6 pizzas,they were ok trouble by the time you finished they went doughy,we went to order grandsons ice cream and were shocked to be given a tiny spoonful in a whisky glass,not appropriate for a four year old,shocked at the amount,so when to pay the bill and was most upset to end up in a row over the free coke,that the waitress had given us because of her mistake,didn't expect a row on my Grandson birthday,not good enough not sure if will be returning.","Mar 7, 2022",Rated 1 out of 5 stars
193,Franco Manca,Do not ever Even think about spending…,Do not ever Even think about spending Any Money in this place !!!,"Oct 23, 2022",Rated 1 out of 5 stars
194,Franco Manca,Nice food and helpful and lovely staff,"Date of experience: June 17, 2023","Jun 17, 2023",Rated 5 out of 5 stars
195,Franco Manca,Good fanttisk,"Date of experience: September 26, 2022","Sep 26, 2022",Rated 5 out of 5 stars
196,Franco Manca,If they make a mistake they can't…,If they make a mistake they can't refund you. What a joke.,"Feb 25, 2021",Rated 1 out of 5 stars
197,Franco Manca,The best pizza in town hands down,"Date of experience: October 08, 2020","Oct 8, 2020",Rated 5 out of 5 stars
198,Franco Manca,Excellent experience,Excellent experience. Greenwich restaurant,"May 31, 2023",
199,Franco Manca,"Great food, app is a con","Great food, app is a con.","Apr 20, 2023",
200,Franco Manca,"Great Pizza, Great Service","This is a rating for the Richmond Branch and the company overall. Very impressive over Covid, great service, great Pizza and still continuing with reduced prices Mon to Wed. Love the virtual queue as the kids can look at books in the bookshop until our table is ready. Highly recommend.","Oct 2, 2020",Rated 5 out of 5 stars
201,Franco Manca,Superb pizza attentive and friendly service,Superb pizza wonderful attentive and friendly service full attention to details and we will certainly go back - been to a number of different branches and the same evaluation applies to all of them.,"Sep 29, 2020",Rated 5 out of 5 stars
202,Franco Manca,Just had a great night with my…,Just had a great night with my girlfriend really good service and wonderful experience in the Richmond tw9 restaurant great staff and management 10/10 recommended,"Sep 14, 2020",
203,Franco Manca,Great Pizza 🍕 Great Value,We visited the London Victoria restaurant and had an excellent meal. The food was great value and was promptly delivered to our table. The juices we had with the meals were also fab!,"Aug 31, 2020",Rated 5 out of 5 stars
204,Franco Manca,"Pizza for the gastronomical snob, not for the hungry.","We visited the Chiswick branch during the Eat out to help out scheme. We didnt wait long despite being busy like every restaurant at the moment. Great service for sure, very friendly waiter and the food was ready quickly. Pity the Pizzas were not as expected. The locals rave about Franco Manca but I think this is restaurant snobbery. I've had way better in Zizzis or even Pizza Hut. The ingredients are fresh for sure and the dough too, but it was way too thin at the middle and undercooked at the edge. The ingredients were just thrown onto the middle and hardly a sprinkle of them. This meant one pizza had one satisfying mouthful and 10 'meh' ones. Disappointing for one who actually appreciates food and not just the hype of ""ooh lets go to Franco Manca, they make their own sourdough'","Aug 27, 2020",Rated 2 out of 5 stars
205,Franco Manca,Felt safe at Franco Manca Canary Wharf,"As someone who has been very jittery about going to a restaurant post-lockdown, I felt very safe at Franco Manca in Canary Wharf! ALL staff were wearing masks the WHOLE time (even though they don’t have to) and gloves too (though I’m not sure how often they change them...) and there were dividers around the larger tables.This restaurant is now on my “safe list” 😊Oh, and the food and service was great too!!!","Aug 16, 2020",Rated 5 out of 5 stars
206,Franco Manca,Coal on the plate.,The bottom of every one of our 4 pizzas were black and looked like soil mixed with coal. Avoid (Exeter),"Updated Aug 23, 2020",Rated 1 out of 5 stars
207,Franco Manca,Extremely rude and unacceptable service…,"Extremely rude and unacceptable service at Greenwich Franco Manca by a guy with big earings. He was extremely+++ unfriendly and did not want to help in anyway when I could not use QR scanner on my android phone, he would not allow me to enter a restaurant where only two tables were occupied. He needs to be sacked as I am sure this kind of behaviour is not acceptable in hospitality industry.","Aug 3, 2020",Rated 1 out of 5 stars
208,Franco Manca,DO NOT GO HERE AFTER LOCK DOWN,"DO NOT GO HERE AFTER LOCK DOWN Went to the Northcote Road restaurant, not very impressed at all. Firstly sat us on a table with no screens and waiters going past constantly with no distance. which was very uneasy. Table of 6 teenagers next to us - they then had friends arrive in the restaurant - so now over a group of 8 inside hugging and not observing distancing and no one said anything. Everyone on that table touched the card machine and I watched the waiter myself just put it back and use on another table. No gloves masks or sanitiser offered and toilets were DISGUSTING.  HORRIBLE EXPERIENCE","Jul 11, 2020",Rated 1 out of 5 stars
209,Franco Manca,Thank you team Wimbledon,Thank you team Wimbledon! You made our first outing since lockdown so special. Pizzas were great and the enthusiasm of yours even greater! We shall be back soon. Love to you all EJJ,"Jul 7, 2020",Rated 5 out of 5 stars
210,Franco Manca,HOW WE CAN DISSAPPONT OUR CUSTOMER…,"HOW WE CAN DISSAPPONT OUR CUSTOMER TODAY  /Firstly, AVOID ever ordering Franco Manca via Uber Eats, as I had a nightmare with both of them..their maim philosophy is OVERPROMISE AND HOW WE CAN DISSAPPOINT OUR CUSTOMER TODAY , I ordered a Pizza AND chili dip from this restaurant via Uber Eats. Firstly, AVOID ever ordering Franco Manca via Uber Eats, as I had a nightmare with both of them.. Pizza arrived coldish BUT WITHOIUT EXTRAS WHY ! basically I never get the extras that I HAVE PAID FOR. I immediately messaged Uber, who said they won't be refunding me as it's ""against their terms of service"", I tried contacting Franco Manca support team and I received little answer.. they say CONTACT UBER EATS WHICH IS JUST EXCUSE. Then I did explain all story over there email ,how it was disaster experience ordering pizza and extras full charged and NEVER GET EXTRAS PAID etc etc. customer serivise person says download francomanco app they will give me pizza as an apology , I did download append contact team EVENTUALLY THEY ARE IGONORING ME . uber already big let down and of course when two both disaster company merge together situation BECAME ever worse, and So all in all, I've been charged for extras NEVER GET THEM . . Poor customer service at its finest.Customer servise staff have compitition that HOW WE CAN DISSAPPONT OUR CUSTOMER TODAY ..I see on different websites most of people complain about same thing of course not surprised","Jun 27, 2020",Rated 1 out of 5 stars
211,Franco Manca,Great service!,Hello. I genuinely had a great experience with Franco Manca Bishops Gate. The food is delicious for starters but on top of that the service we received following up on a delivery issue with a third party company was spectacular and just want to show my appreciation. Very good food and great service. Thanks Bishops Gate Team.,"Jun 4, 2020",Rated 5 out of 5 stars
212,Franco Manca,"Manager ""it's the dirty and irresponsible customers fault""","Their takeaway boxes are once again littered all over Bermondsey Street. I asked the manager what he could do and he said; nothing!""it's the dirty and irresponsible customers fault""I always thought the Pizzas were poor. Hearing the manager shout this in the restaurant perhaps isa clue to his care with the food.","May 22, 2020",Rated 1 out of 5 stars
213,Franco Manca,Bad service,"I ordered a pizza for takeaway at the Westfield Shepherds Bush branch on my lunch break as i work in the shopping centre, i went to collect it, and when i got back to my store i realised the pizza was uncooked and wasn’t made the correct way, as a regular customer at franco manca, i know what pizza i usually order and what it should look like. When i went back to the restaurant i explained that i was not satisfied and explained why, but i was told that the pizza is always made that way. I then showed pictures of the pizza i normally buy from franco manca, and that was then when the host said they can remake it. She then came back and told me that the oven is off because the restaurant was closing early at 3pm?!. So i requested a refund and had to fill out form with just my name, email and bank details. This took away from my whole hour lunch break, i have never experienced such bad customer service before. I usually visit the stratford branch which is much better, more friendly and i’ve never had to complain about anything. As a manager i feel that a refund should have been issued there and then, im not happy with the service i received at all and would like a refund immediately","Updated Mar 19, 2020",Rated 1 out of 5 stars
214,Franco Manca,Worst experience ever Franco Manca Greenwich!!!!!!,"Franco Manca GreenwichMy wife ordered a pizza for herself and a starter for me, and she asked for it to arrive at the same time, and my pizza was to arrive 10 minutes after.After 30 minutes, it was evident that Antonio had forgotten my pizza.My wife attracted Luciano's attention and asked him where my pizza was.His reply was, ""do you want it or not""?When I asked if it was ready or not, he said that Antonio had forgotten to order it and that he would bring the email address for me to log a complaint.Not even an apology...I asked him to let Antonio bring the email address and to explain what had happened as the restaurant was not very busy.15 minutes later my wife attracted the attention of another waitress and asked for the bill.I noticed that Antonio had his coat on already and seemed to be ready to leave.I went over to his table and asked why he had not come over to explain what had happened.It turns out that Luciano had not spoken to him at all.Antonio was our server, yet he never came to our table to check on us or bring our meal.When I asked Luciano why he did not pass on the message to Antonio, he just shrugged his shoulders.When I asked how stupid one has to be to forget an order in a half empty restaurant, Antonio assaulted me by forcibly ejecting me from the restaurant, adding that it was late and they were tired.I told him that he was in the wrong business if he did not have the stamina or professionalism for the job, he should work elsewhere...and then again, he assaulted me by forcing me out on the street.Why are these unprofessional and dishonest thugs working in a Greenwich restaurant?1 star is too generous on this occasion...and no dinner for me!Rude thugs for staff, poor service, no customer service.Search ""Franco Manca"" at TrustPilot to read all the bad reviews.How is this chain still in business and how does one close them down???","Updated Mar 14, 2020",Rated 1 out of 5 stars
215,Franco Manca,Possibly the worst pizza in the world,"You would think that if pizza is basically the only thing you serve, you would do it very well. Not at Franco Manca. My pizza arrived completely undercooked  and doughy. I sent it back and they made a fresh one. That came back in exactly the same state. Maybe it’s how they’re meant to be and I’m in the wrong expecting a crisp base. The only way to eat the pizza is with a knife and fork or to roll it up. Picking up a slice is not an option as the dough has no structural integrity. Besides the dough being barely edible the toppings, which were very sparse were also dreadful. Half cooked, greasy sauté potatoes anyone? We had 8 pizzas between us. Every single one was undercooked and yet the crusts were brown. Which makes you think that the oven is simply not up to the job. We also had a bottle of house red - this was completely undrinkable and had to go back, not because it was corked, it was just dreadful quality wine.","Feb 23, 2020",Rated 1 out of 5 stars
216,Franco Manca,The worst pizza ever had!!! Poor service...,Pizza n. 7 on the menu had not wild broccoli at ALL and it was tasteless and very spongy! The service was very poor. I had bresaola but they forgot the lemon dressing... I also ordered spicy lamb sausages and it tasted like food went OFF!,"Feb 14, 2020",Rated 1 out of 5 stars
217,Franco Manca,My experience with Franco manca,"I was recommended Franco manca by a few friends and even heard about it from my mum. The comments were all positive so I thought I would try the place out. So when I finally decided to go there I ordered a ham and mushroom pizza, when the pizza arrived I was surprised to see a blob on tomato sauce in the middle which was relatively small I’m not sure if I was supposed to be like this but I was highly disappointed as tomato purée is supposed to be the base layer and fill the whole pizza instead it was just a lot of mozzarella. The pizza was also very soft and very doughy. It still tasted nice but I was overall disappointed with the result. Don’t think I would go there again.","Updated Jan 4, 2020",Rated 2 out of 5 stars
218,Franco Manca,Richmond Franco Manca,"We have been going to Richmond Franco Manca for couple of years now, choosing it over Pizza Express which is on the same road. We have been enjoying pizza and coffee each time but the service could be improved. Last time we went there with our three year old, we were offered a small table and asked if we could seat at a bigger table. We sat there hoping that someone would clean and set it up quickly but the order was taken and table still not set up. When the juice arrived I grabbed glasses and cutlery from another table. We always need a high chair for our three year old. We are never offered it and always ask for it. They never give us one unless I ask three times or go and grab it myself. Last week, my little daughter asked the waitress for a highchair herself and was told that the it is coming. Then the waitress went on doing other things and never brought the high chair so we fetched it ourselves and she saw it. Then she did not bring sugar for my coffee. Could not be bother to ask her for anything at this point. Then after pizza which was delicious as always my husband ordered coffee and sugar came along! ......I was annoyed by it all as their service is usually a bit sloppy and not very attentive but last time was quite poor. It looks a bit like the staff are not trained at all about the service they should provide and what should be done when. At least pizzas are tasty.","Updated Jan 4, 2020",Rated 3 out of 5 stars
219,Franco Manca,They are very bad at customer service,"They are very bad at customer service. Had to wait for 1 hour for 1 pizza, to tell me they cannot deliver it.Called, they passed 2 on the phone to tell methey do not care.Don t!","Jan 1, 2020",
